epoch,step,train/contrastive_loss_epoch,train/contrastive_loss_step,train/cosmology_loss_epoch,train/cosmology_loss_step,train/matter_loss_epoch,train/matter_loss_step,train/pretrained_cosmology_accuracy_epoch,train/pretrained_cosmology_accuracy_step,train/total_loss_epoch,train/total_loss_step,train/weight_component_epoch,train/weight_component_step,train/weight_cosmology_epoch,train/weight_cosmology_step,train/weight_matter_epoch,train/weight_matter_step,val/cosmology_loss,val/cosmology_silhouette,val/matter_silhouette,val/pretrained_cosmology_accuracy,val/total_loss
0,4,,87.38858032226562,,0.6459429264068604,,-0.32924824953079224,,0.40625,,26.473697662353516,,0.30000001192092896,,0.75,,1.0,,,,,
0,9,,67.90557098388672,,-0.9939053058624268,,0.9033774733543396,,0.625,,20.055395126342773,,0.30000001192092896,,0.75,,1.0,,,,,
0,14,,57.8831787109375,,-0.8117597103118896,,0.2049301117658615,,0.59375,,17.000059127807617,,0.30000001192092896,,0.75,,1.0,,,,,
0,19,,44.868896484375,,-0.03846830129623413,,0.2617151141166687,,0.625,,13.493779182434082,,0.30000001192092896,,0.75,,1.0,,,,,
0,24,,40.03999328613281,,-1.285169243812561,,-1.2707699537277222,,0.625,,11.115259170532227,,0.30000001192092896,,0.75,,1.0,,,,,
0,29,,40.46381759643555,,0.2906898260116577,,-1.7701950073242188,,0.5,,11.930451393127441,,0.30000001192092896,,0.75,,1.0,,,,,
0,34,,37.54889678955078,,-0.631422758102417,,-2.1507530212402344,,0.5625,,10.518807411193848,,0.30000001192092896,,0.75,,1.0,,,,,
0,39,,34.570762634277344,,-0.5087990760803223,,-1.9954842329025269,,0.59375,,9.717733383178711,,0.30000001192092896,,0.75,,1.0,,,,,
0,44,,33.08977508544922,,-1.6578048467636108,,-0.7928566932678223,,0.65625,,8.939459800720215,,0.30000001192092896,,0.75,,1.0,,,,,
0,49,,39.7515869140625,,-0.6168426275253296,,0.3167067766189575,,0.625,,11.68039608001709,,0.30000001192092896,,0.75,,1.0,,,,,
0,54,,32.82286834716797,,0.21786946058273315,,0.4323219656944275,,0.53125,,10.042259216308594,,0.30000001192092896,,0.75,,1.0,,,,,
0,59,,37.60633850097656,,-0.3153519928455353,,-0.9326529502868652,,0.65625,,10.93769645690918,,0.30000001192092896,,0.75,,1.0,,,,,
0,64,,41.9806022644043,,-0.06080472469329834,,-1.3476364612579346,,0.59375,,12.294251441955566,,0.30000001192092896,,0.75,,1.0,,,,,
0,69,,37.88536834716797,,0.19747981429100037,,-2.5421767234802246,,0.5,,10.955915451049805,,0.30000001192092896,,0.75,,1.0,,,,,
0,74,,39.32774353027344,,0.24163277447223663,,-0.7603292465209961,,0.59375,,11.767073631286621,,0.30000001192092896,,0.75,,1.0,,,,,
0,79,,32.806312561035156,,-1.2005348205566406,,-1.1811305284500122,,0.71875,,9.005400657653809,,0.30000001192092896,,0.75,,1.0,,,,,
0,84,,35.95756530761719,,0.018827073276042938,,-2.2468223571777344,,0.53125,,10.347318649291992,,0.30000001192092896,,0.75,,1.0,,,,,
0,89,,30.864543914794922,,0.8353753685951233,,-1.7308776378631592,,0.46875,,9.330875396728516,,0.30000001192092896,,0.75,,1.0,,,,,
0,94,,38.51230239868164,,-0.4814718961715698,,-1.8359434604644775,,0.5625,,10.94576644897461,,0.30000001192092896,,0.75,,1.0,,,,,
0,99,,30.71031951904297,,1.1088511943817139,,-2.847935438156128,,0.4375,,9.197935104370117,,0.30000001192092896,,0.75,,1.0,,,,,
0,104,,32.13792419433594,,-0.18505875766277313,,-0.8247379064559937,,0.5625,,9.38390064239502,,0.30000001192092896,,0.75,,1.0,,,,,
0,109,,36.38265609741211,,-1.6378037929534912,,-3.0731658935546875,,0.53125,,9.481261253356934,,0.30000001192092896,,0.75,,1.0,,,,,
0,114,,44.80804443359375,,1.221611499786377,,-2.002531051635742,,0.59375,,13.652713775634766,,0.30000001192092896,,0.75,,1.0,,,,,
0,119,,34.502525329589844,,-0.8272214531898499,,-3.120173454284668,,0.59375,,9.313112258911133,,0.30000001192092896,,0.75,,1.0,,,,,
0,124,,37.4019660949707,,-1.5785027742385864,,-1.4361448287963867,,0.6875,,10.144110679626465,,0.30000001192092896,,0.75,,1.0,,,,,
0,129,,38.01410675048828,,0.13810542225837708,,-3.721759796142578,,0.46875,,10.72893238067627,,0.30000001192092896,,0.75,,1.0,,,,,
0,134,,41.09983444213867,,-0.8667067289352417,,-2.160799026489258,,0.65625,,11.464438438415527,,0.30000001192092896,,0.75,,1.0,,,,,
0,139,,38.77372741699219,,0.2179695963859558,,-2.3302667140960693,,0.5,,11.275050163269043,,0.30000001192092896,,0.75,,1.0,,,,,
0,144,,39.1915397644043,,0.8007520437240601,,-2.8412601947784424,,0.5625,,11.589587211608887,,0.30000001192092896,,0.75,,1.0,,,,,
0,149,,38.92288589477539,,0.22570675611495972,,-4.244698524475098,,0.40625,,10.940779685974121,,0.30000001192092896,,0.75,,1.0,,,,,
0,154,,42.18775939941406,,0.33343127369880676,,-4.386704444885254,,0.53125,,11.94570255279541,,0.30000001192092896,,0.75,,1.0,,,,,
0,159,,37.28656005859375,,-1.448209524154663,,-2.750331401824951,,0.65625,,9.911797523498535,,0.30000001192092896,,0.75,,1.0,,,,,
0,164,,39.36485290527344,,-1.1538501977920532,,-3.758307456970215,,0.6875,,10.48086929321289,,0.30000001192092896,,0.75,,1.0,,,,,
0,169,,41.871158599853516,,-0.6642695069313049,,-4.5565996170043945,,0.65625,,11.317893028259277,,0.30000001192092896,,0.75,,1.0,,,,,
0,174,,30.85627555847168,,0.24471844732761383,,-2.2588846683502197,,0.5,,8.927465438842773,,0.30000001192092896,,0.75,,1.0,,,,,
0,179,,35.90185546875,,0.5508146286010742,,-5.6207733154296875,,0.34375,,9.921810150146484,,0.30000001192092896,,0.75,,1.0,,,,,
0,184,,39.43097686767578,,-0.8698121905326843,,-3.2742271423339844,,0.46875,,10.739542007446289,,0.30000001192092896,,0.75,,1.0,,,,,
0,189,,35.355369567871094,,-0.8340001702308655,,-4.6548919677734375,,0.59375,,9.25863265991211,,0.30000001192092896,,0.75,,1.0,,,,,
0,194,,41.330726623535156,,-2.6486520767211914,,-4.793670654296875,,0.59375,,10.116157531738281,,0.30000001192092896,,0.75,,1.0,,,,,
0,199,,46.28857421875,,-0.2869330644607544,,-4.299532890319824,,0.5625,,12.883199691772461,,0.30000001192092896,,0.75,,1.0,,,,,
0,204,,41.21305847167969,,0.3352873623371124,,-4.484546661376953,,0.40625,,11.634652137756348,,0.30000001192092896,,0.75,,1.0,,,,,
0,209,,48.39030075073242,,-0.8650916814804077,,-3.677074432373047,,0.5625,,13.349130630493164,,0.30000001192092896,,0.75,,1.0,,,,,
0,214,,41.86465072631836,,-1.8049196004867554,,-2.9670934677124023,,0.6875,,11.063516616821289,,0.30000001192092896,,0.75,,1.0,,,,,
0,219,,40.77002716064453,,0.047887638211250305,,-4.878437519073486,,0.46875,,11.279264450073242,,0.30000001192092896,,0.75,,1.0,,,,,
0,224,,42.37871170043945,,2.407158851623535,,-3.616086959838867,,0.375,,13.193977355957031,,0.30000001192092896,,0.75,,1.0,,,,,
0,229,,42.48508071899414,,-0.48580217361450195,,-1.8781492710113525,,0.65625,,12.126994132995605,,0.30000001192092896,,0.75,,1.0,,,,,
0,234,,35.508750915527344,,-0.5600646138191223,,-4.202479362487793,,0.53125,,9.532097816467285,,0.30000001192092896,,0.75,,1.0,,,,,
0,239,,36.21394729614258,,0.03868190199136734,,-6.2699875831604,,0.625,,9.62952709197998,,0.30000001192092896,,0.75,,1.0,,,,,
0,244,,41.4290657043457,,0.005569472908973694,,-5.100238800048828,,0.53125,,11.411457061767578,,0.30000001192092896,,0.75,,1.0,,,,,
0,249,,38.33063507080078,,-1.3177433013916016,,-5.445016860961914,,0.46875,,9.75131607055664,,0.30000001192092896,,0.75,,1.0,,,,,
0,254,,27.965707778930664,,4.365445137023926,,-3.103776454925537,,0.40625,,9.951680183410645,,0.30000001192092896,,0.75,,1.0,,,,,
0,259,,36.46159362792969,,-2.0863888263702393,,-4.829815864562988,,0.65625,,8.929320335388184,,0.30000001192092896,,0.75,,1.0,,,,,
0,264,,26.402748107910156,,-0.6221746206283569,,-4.4333343505859375,,0.6875,,6.7230706214904785,,0.30000001192092896,,0.75,,1.0,,,,,
0,269,,46.61405563354492,,-0.3445562720298767,,-3.360822916030884,,0.6875,,13.139774322509766,,0.30000001192092896,,0.75,,1.0,,,,,
0,274,,40.937294006347656,,-0.416486918926239,,-5.0879058837890625,,0.5625,,11.055364608764648,,0.30000001192092896,,0.75,,1.0,,,,,
0,279,,40.624080657958984,,0.9041230082511902,,-3.6331002712249756,,0.375,,11.912666320800781,,0.30000001192092896,,0.75,,1.0,,,,,
0,281,,,,,,,,,,,,,,,,,-0.492251992225647,0.025655925273895264,0.7658085823059082,0.5583333373069763,12.334725379943848
0,281,40.459293365478516,,-0.2120802104473114,,-2.640916347503662,,0.5584444403648376,,11.503565788269043,,0.3000003397464752,,0.75,,1.0,,,,,,
1,284,,38.453216552734375,,0.18922322988510132,,-4.752367973327637,,0.59375,,10.680102348327637,,0.30000001192092896,,0.9524999856948853,,1.0,,,,,
1,289,,35.30644989013672,,1.0975302457809448,,-5.3561859130859375,,0.4375,,10.069462776184082,,0.30000001192092896,,0.9524999856948853,,1.0,,,,,
1,294,,42.911285400390625,,0.49903395771980286,,-6.510773181915283,,0.4375,,11.820749282836914,,0.30000001192092896,,0.9524999856948853,,1.0,,,,,
