#    WDM      SN1      SN2      AGN
0.157142 1.018917 1.070515 0.367321
0.502821 0.834555 0.992577 1.431627
0.368386 3.773562 1.811753 0.580142
0.291704 0.311852 0.593652 2.355811
0.210305 2.027027 0.765845 3.241799
0.319622 0.419501 1.389275 0.825109
0.454188 1.876167 0.646994 1.029155
0.075866 0.627234 1.660212 0.250010
0.097896 1.705701 0.947902 2.440927
0.435593 0.705025 1.022333 0.599518
0.309044 2.238774 0.566957 1.922529
0.224572 0.371686 1.730281 0.494562
0.273723 3.429408 1.326794 0.344044
0.390838 0.350663 0.731402 1.412073
0.517510 1.125684 1.585480 0.871189
0.147178 0.739212 0.617871 3.433060
0.100310 2.415694 1.473261 1.116431
0.543844 0.497815 0.668125 0.274257
0.409407 1.581049 1.232806 2.956197
0.234875 0.526307 0.790874 0.760348
0.185600 1.214021 0.515515 0.529028
0.327498 0.990558 1.911892 2.170922
0.462058 3.179330 0.861914 0.398469
0.051167 0.261729 1.129708 1.570479
0.056027 2.623397 0.881645 0.279566
0.460767 0.458398 1.155668 1.101899
0.334366 1.447701 0.526647 0.741829
0.182301 0.574787 1.953013 3.044322
0.232085 1.318691 1.259322 2.118150
0.416786 0.911939 0.807952 0.544772
0.543063 2.911786 1.507114 1.600955
0.105681 0.285776 0.683419 0.393264
0.140277 1.857708 1.620814 0.608357
0.520841 0.647340 0.631587 2.397385
0.386009 2.044748 1.354414 0.479520
0.274982 0.406953 0.746691 1.968169
0.225320 3.734527 0.578808 1.369163
0.303705 0.322011 1.766301 0.352202
0.438414 1.027999 0.968945 3.483763
0.090485 0.809458 1.045117 0.855627
0.081237 1.112509 0.606467 1.476807
0.453407 0.764342 1.556351 0.358737
0.327000 3.474131 0.716963 2.321229
0.207516 0.338732 1.300490 0.590768
0.288405 2.213702 1.695970 0.812948
0.375255 0.384128 0.555761 3.301376
0.501530 1.727651 1.003545 0.257885
0.162002 0.681151 0.930403 1.005162
0.114999 3.151172 1.103664 3.817769
0.528271 0.269850 0.841972 0.927870
0.393433 1.226737 1.865209 1.262990
0.249709 0.959288 0.502970 0.321279
0.168935 1.567315 0.771624 0.442333
0.345302 0.542545 1.202699 1.795380
0.480008 2.439747 0.652663 0.666679
0.034101 0.482343 1.439289 2.599815
0.044524 1.484566 1.411790 1.058850
0.490111 0.560514 0.761323 0.272259
0.355534 2.809342 1.668380 3.202592
0.178973 0.428060 0.636461 0.786895
0.259876 2.985335 0.986716 0.559298
0.403793 0.278736 1.087865 2.204640
0.538247 1.411840 0.583988 0.370804
0.125295 0.851769 1.820667 1.521579
0.151773 2.096491 0.540088 2.739141
0.491490 0.396912 1.959441 0.704672
0.364834 1.989010 0.912484 1.741363
0.278301 0.604601 1.170759 0.427650
0.197538 1.054129 1.509829 0.304114
0.316706 0.789389 0.699939 1.198133
0.443238 3.999069 1.277650 0.959244
0.070878 0.300712 0.837307 3.938176
0.084523 3.538590 1.881400 0.406628
0.432263 0.332559 0.518577 1.651175
0.297680 1.183316 1.124177 0.515575
0.218978 0.718612 0.876178 2.009732
0.268768 1.759328 0.672093 2.952244
0.380112 0.668891 1.449764 0.717323
0.514564 2.354101 0.803963 1.161153
0.134189 0.361215 1.226770 0.295446
0.111704 1.249279 0.727084 0.884256
0.549408 0.941980 1.348297 3.590005
0.422745 3.351181 0.607812 0.333494
0.238238 0.253743 1.593280 1.300181
0.188580 2.484917 1.038901 1.909609
0.340453 0.473575 0.942305 0.464072
0.466983 1.666994 1.738794 2.525022
0.061922 0.510105 0.557727 0.642370
0.063887 1.673111 0.759396 1.510756
0.466668 0.507894 1.407710 0.372208
0.340249 2.500777 0.634620 2.184700
0.190178 0.470254 1.664153 0.560226
0.238442 3.327646 1.084750 0.779711
0.421148 0.255366 0.984203 3.208182
0.547443 1.243879 1.816025 0.270346
0.112019 0.945428 0.582314 1.062766
0.134385 2.369537 1.965089 3.928639
0.512958 0.358623 0.541450 0.967426
0.378140 1.766080 1.173714 1.194530
0.269075 0.665879 0.915116 0.306474
0.220951 1.177997 0.701722 0.426327
0.297373 0.721361 1.514157 1.755030
0.432067 3.513151 0.839709 0.703026
0.086129 0.334743 1.280909 2.762264
0.071312 3.970455 0.517085 0.296364
0.441394 0.302672 1.876662 1.152114
0.314973 1.049443 0.873974 0.719000
0.197606 0.792382 1.120946 2.927522
0.280034 1.996575 1.446076 2.014603
0.364766 0.601908 0.670171 0.511214
0.491056 2.110132 1.223264 1.656161
0.153617 0.394077 0.801919 0.403497
0.127020 1.405800 1.351722 0.648287
0.538171 0.854853 0.729193 2.520613
0.403351 2.964489 1.597898 0.467357
0.261713 0.280506 0.609354 1.902578
0.179416 2.827146 0.945014 1.309499
0.353697 0.425074 1.041557 0.332238
0.488386 1.489954 0.559151 3.622763
0.044600 0.558109 1.743788 0.882787
0.034559 2.455655 1.152736 0.389971
0.478156 0.478894 0.879129 1.604704
0.343593 1.573255 1.947436 0.540530
0.168995 0.540133 0.525310 2.124721
0.251418 1.221268 0.805626 3.020868
0.393374 0.962933 1.256148 0.744068
0.527813 3.128667 0.681695 1.092583
0.116851 0.271606 1.502771 0.280244
0.163720 1.733909 0.633404 0.852473
0.501479 0.678238 1.624962 3.508423
0.374805 2.227748 0.748604 0.351588
0.290266 0.381444 1.358314 1.381777
0.207966 3.449898 1.770774 1.964904
0.325140 0.340878 0.580483 0.483898
0.451690 1.107741 1.048143 2.388349
0.081288 0.767119 0.971402 0.612714
0.092473 1.023542 1.551882 1.006834
0.438091 0.812428 0.604918 0.255553
0.303526 3.708350 1.297171 3.313860
0.226910 0.324067 0.714906 0.807164
0.275161 2.057826 0.554356 0.592953
0.384420 0.404096 1.691073 2.304907
0.518853 1.864500 0.927719 0.359364
0.140600 0.644540 1.001010 1.463330
0.105868 2.890875 0.844115 2.619991
0.541482 0.287649 1.106825 0.664672
0.414806 1.312753 0.504409 1.810694
0.232416 0.915441 1.869952 0.441264
0.184281 1.453246 1.206175 0.323993
0.334036 0.572206 0.773576 1.260042
0.460580 2.640620 1.442926 0.935148
0.057609 0.455102 0.654548 3.805956
0.050198 3.165714 1.538177 0.652598
0.463401 0.262675 0.697815 2.655904
0.328697 1.205549 1.287648 0.451894
0.185030 0.996853 0.825759 1.757399
0.233675 1.591077 0.538435 1.290350
0.409977 0.522639 1.996262 0.314468
0.544813 2.424450 0.899913 3.736680
0.098967 0.495677 1.179889 0.948003
0.145971 1.117636 0.989713 0.252314
0.518072 0.744032 1.067811 1.027361
0.391798 3.414147 0.592151 0.830948
0.272372 0.351991 1.806522 3.229854
0.223611 2.247277 1.385729 2.372688
0.310395 0.370028 0.763648 0.577954
0.436800 1.716809 1.655445 1.444694
0.097334 0.699992 0.645341 0.366712
0.074388 1.888459 1.025293 3.408630
0.455021 0.622729 0.950305 0.874485
0.320311 2.034818 1.734663 1.399305
0.209225 0.417613 0.568597 0.344616
0.291015 3.756621 0.733276 0.490048
0.369466 0.313047 1.330615 1.925890
0.504299 1.011586 0.619648 0.595302
0.156309 0.840031 1.589537 2.449949
0.121712 2.666863 0.666439 1.566681
0.526522 0.440968 1.469015 0.401868
0.400242 1.440649 0.788597 2.164386
0.248119 0.589846 1.229699 0.533133
0.166206 1.326472 1.906433 0.757994
0.350972 0.886558 0.514206 2.979390
0.477375 2.865340 1.126843 0.273617
0.039930 0.296568 0.859455 1.125860
0.045891 1.283746 0.571226 2.579933
0.483525 0.936123 1.781293 0.628696
0.356996 3.228123 0.966647 1.868896
0.172547 0.257598 1.065490 0.474183
0.254334 2.582251 1.634615 0.326369
0.406140 0.465391 0.623303 1.328572
0.532800 1.622794 1.380795 0.903595
0.127801 0.512421 0.744940 3.513159
0.150287 3.636202 1.248728 1.186596
0.497956 0.330497 0.818682 0.289112
0.363507 1.139870 1.478303 2.888774
0.284863 0.729519 0.685048 0.733081
0.202945 1.828249 0.893376 0.504477
0.314223 0.657322 1.145928 2.053936
0.448804 2.291672 0.527894 0.415598
0.068492 0.362861 1.915728 1.615544
0.086910 2.175604 0.786113 0.980552
0.426697 0.390588 1.199051 3.852590
0.300162 1.933541 0.657768 0.297513
0.213572 0.608210 1.419432 1.224717
0.262206 1.081821 1.100288 1.703668
0.381439 0.785497 0.857795 0.437113
0.508097 3.847067 1.839506 2.799672
0.135675 0.305687 0.506890 0.689435
0.109198 1.540613 1.701120 0.378853
0.554854 0.551579 0.545515 1.489256
0.420399 2.730950 1.017577 0.547442
0.243780 0.430617 0.923179 2.252383
0.195007 3.063712 0.595271 3.134816
0.338990 0.277363 1.561101 0.803906
0.473569 1.358199 0.711407 1.081691
0.060556 0.865855 1.318640 0.266511
0.059014 2.198889 0.614757 1.211247
0.469892 0.378171 1.577489 0.307401
0.335441 1.754215 0.734614 3.980606
0.193593 0.685065 1.332620 0.969780
0.243250 1.093804 1.719150 0.697028
0.417733 0.760245 0.563310 2.709786
0.552316 3.489278 1.028251 0.423083
0.108795 0.344412 0.953390 1.722409
0.139201 1.557084 1.136975 2.228442
0.509551 0.534050 0.867458 0.565453
0.383020 2.477697 1.900967 1.538266
0.265859 0.485025 0.512569 0.374821
0.216070 3.097680 0.794914 0.269357
0.300589 0.268444 1.239103 1.047347
0.427251 1.231868 0.665175 0.778376
0.089536 0.975554 1.466757 3.168336
0.067907 1.298020 0.903436 0.459117
0.446211 0.905990 1.184130 1.888815
0.311758 2.928019 0.533805 0.635405
0.202487 0.290220 1.979725 2.497947
0.283249 2.609775 1.290447 3.628667
0.359885 0.450615 0.827852 0.893972
0.494462 1.472227 1.527599 1.314405
0.148800 0.577195 0.692767 0.337102
0.130243 3.676671 1.651766 0.709560
0.533298 0.319855 0.643703 2.920651
0.406765 1.033891 1.395427 0.292298
0.256903 0.821910 0.769237 1.148533
0.176002 1.847718 0.589862 1.669275
0.358507 0.636459 1.800183 0.411036
0.485163 2.079066 0.998287 2.031417
0.049473 0.408725 1.076673 0.521251
0.039368 1.789112 1.846010 0.348440
0.474741 0.671701 0.508865 1.354261
0.348465 2.341904 1.091242 0.846346
0.165771 0.355078 0.850436 3.446426
0.246546 3.558208 0.659451 2.423215
0.396597 0.337740 1.422614 0.615038
0.523004 1.164804 0.780408 1.989711
0.120266 0.713901 1.190728 0.484705
0.158839 2.526543 0.709613 0.538874
0.504694 0.475652 1.315789 2.095495
0.369988 1.658082 0.599616 0.389072
0.293673 0.501515 1.571930 1.583563
0.212783 1.256425 1.013939 1.113984
0.321733 0.956481 0.919585 0.282594
0.456570 3.299300 1.715349 3.077186
0.078073 0.252042 0.550253 0.749993
0.095688 2.998382 1.370296 1.815022
0.433210 0.283407 0.739009 0.447118
0.306932 1.388087 1.637117 2.627812
0.222093 0.847212 0.624481 0.674005
0.271755 1.507440 0.957715 0.917809
0.389237 0.563716 1.055981 3.776835
0.515638 2.790454 0.573044 0.317850
0.145481 0.421435 1.786399 1.249236
0.102454 1.058572 0.532845 3.337000
0.546291 0.802747 1.933003 0.821898
0.411583 3.931055 0.890475 1.016180
0.237289 0.299155 1.142618 0.260680
0.187504 2.129122 1.489583 0.354915
0.329163 0.399115 0.690494 1.460756
0.463994 1.976007 1.246834 0.584375
0.052800 0.595140 0.817180 2.296388
0.054059 1.152927 1.218930 0.833994
0.459165 0.737048 0.798824 3.277422
0.332493 3.590613 1.458097 0.252745
0.180603 0.327522 0.675956 1.040287
0.229879 2.318418 0.871726 1.416344
0.414404 0.366529 1.118465 0.363320
0.540952 1.804484 0.520876 2.330268
0.103203 0.651706 1.889743 0.573921
0.142182 3.256270 0.560552 0.455780
0.522507 0.260963 1.747602 1.791443
0.387946 1.271088 0.938185 0.657600
0.276616 0.925189 1.034359 2.706219
0.227464 1.637296 1.603597 3.685126
0.306151 0.519005 0.611747 0.945138
0.440588 2.555593 1.340537 1.273512
0.092899 0.460168 0.722898 0.313703
0.078821 2.766744 1.829976 2.147372
0.451231 0.434355 0.586974 0.523359
0.324554 1.522678 1.083069 1.553705
0.205372 0.546116 0.982365 0.394132
0.286772 1.375588 0.640551 0.277259
0.373319 0.873627 1.679103 1.128502
0.499866 3.029208 0.756968 0.768541
0.160099 0.274512 1.403716 2.988664
0.117477 1.953585 0.831925 1.397021
0.530383 0.615153 1.269438 0.340306
0.395816 2.156108 0.703995 3.395889
0.251917 0.385673 1.518579 0.861871
0.170632 3.885789 1.164853 0.605990
0.347174 0.309267 0.907880 2.467788
0.481610 1.072537 1.968036 0.499986
0.036069 0.775321 0.542457 1.943355
0.042094 3.375757 0.935122 2.833292
0.487952 0.348364 1.008634 0.726980
0.353136 1.131925 0.553335 1.164886
0.176782 0.750728 1.688565 0.286827
0.258194 1.696864 1.308905 0.416873
0.401905 0.693046 0.721602 1.638085
0.536597 2.276676 1.547385 0.505641
0.123374 0.373247 0.602974 2.081368
0.154139 1.195226 1.430096 1.842015
0.493713 0.983915 0.648495 0.472388
0.367296 3.197516 1.209615 2.547781
0.280428 0.265758 0.776062 0.627645
0.199156 2.402779 0.500411 0.911755
0.318659 0.489432 1.855718 3.584559
0.444952 1.607534 0.845700 0.328730
0.072735 0.528615 1.108550 1.352478
0.082667 1.421895 0.679022 0.554307
0.430550 0.584822 1.497417 2.256340
0.295728 2.698041 0.812629 0.384416
0.217361 0.445416 1.266611 1.494772
0.266640 2.829350 1.943168 1.074184
0.377650 0.293904 0.523993 0.261734
0.512340 1.341698 1.160741 3.105969
0.131822 0.895693 0.885515 0.788098
0.113624 2.013776 1.050456 0.303135
0.551056 0.412936 0.973896 1.234154
0.424634 1.905369 1.758505 0.999508
0.239919 0.630716 0.576254 3.885894
0.190772 1.001588 0.751495 2.792982
0.342851 0.830235 1.363127 0.680412
0.469143 3.789470 0.627979 1.698589
0.064353 0.317130 1.611555 0.431063
